L	73.99929629	-0.322721199	1422049751	
L	138.5243449	-18.84266112	1422049760	
L	12.94408612	6.309566894	1422049770	
L	65.27813943	3.990552937	1422049802	
L	23.1896707	-12.19340695	1422049814	
L	148.9872477	-1.949361052	1422049824	
L	132.3886685	-1.732183915	1422049831	
L	110.0175538	-19.88411067	1422049836	
L	86.59917647	-0.377671025	1422049851	
L	167.1856901	-2.187470926	1422049861	
L	139.8627495	-27.805958	1422049870	
L	116.190055	-1.520239962	1422049885	
L	73.79929819	-0.32184898	1422050243	
L	138.5243449	-18.84266112	1422050247	
L	12.94408612	6.309566894	1422050252	
L	65.27813943	3.990552937	1422050257	
L	23.1896707	-12.19340695	1422050262	
L	148.9872477	-1.949361052	1422050267	
L	132.3886685	-1.732183915	1422050272	
L	110.0175538	-19.88411067	1422050277	
L	86.59917647	-0.377671025	1422050291	
L	167.1856901	-2.187470926	1422050301	
L	139.8627495	-27.805958	1422050338	
L	116.190055	-1.520239962	1422050367	
L	73.79929819	-0.32184898	1422050748	
L	138.5243449	-18.84266112	1422050758	
L	12.94408612	6.309566894	1422050768	
L	65.27813943	3.990552937	1422050778	
L	33.31972083	-11.9564294	1422050788	
L	23.1896707	-12.19340695	1422050797	
L	148.9872477	-1.949361052	1422050810	
L	132.3886685	-1.732183915	1422050817	
L	110.0175538	-19.88411067	1422050822	
L	86.59917647	-0.377671025	1422050836	
L	167.1856901	-2.187470926	1422050846	
L	139.8627495	-27.805958	1422050856	
L	116.190055	-1.520239962	1422050871	
L	73.79929819	-0.32184898	1422051240	
L	138.5243449	-18.84266112	1422051245	
L	12.94408612	6.309566894	1422051250	
L	65.27813943	3.990552937	1422051254	
L	33.31972083	-11.9564294	1422051259	
L	23.1896707	-12.19340695	1422051264	
L	148.9872477	-1.949361052	1422051269	
L	132.3886685	-1.732183915	1422051274	
L	110.0175538	-19.88411067	1422051279	
L	86.59670588	-0.755334867	1422051293	
L	167.1856901	-2.187470926	1422051303	
L	139.8627495	-27.805958	1422051342	
L	116.190055	-1.520239962	1422051372	
L	73.79929819	-0.32184898	1422051746	
L	138.5243449	-18.84266112	1422051756	
L	12.94408612	6.309566894	1422051766	
L	65.27813943	3.990552937	1422051775	
L	33.31972083	-11.9564294	1422051809	
L	23.1896707	-12.19340695	1422051819	
L	148.9872477	-1.949361052	1422051829	
