L	93.8	0.1	1434228573
L	93.8	0.1	1434228773
L	93.8	0.1	1434228973
L	93.8	0.1	1434229173
L	93.8	0.1	1434229373
L	93.8	0.1	1434229573
L	93.8	0.1	1434229773
L	93.8	0.1	1434229973
L	93.8	0.1	1434230173
L	93.8	0.1	1434230373
L	93.8	0.1	1434230573
L	93.8	0.1	1434230773
L	93.8	0.1	1434230974
L	93.8	0.1	1434231174
L	93.8	0.1	1434231373
L	93.8	0.1	1434231574
L	93.8	0.1	1434231774
L	93.8	0.1	1434231974
L	93.8	0.1	1434232174
L	93.8	0.1	1434232374
L	93.8	0.1	1434232574
L	93.8	0.1	1434232774
L	93.8	0.1	1434232974
L	93.8	0.1	1434233174
L	93.8	0.1	1434233374
L	93.8	0.1	1434233574
L	93.8	0.1	1434233774
L	93.8	0.1	1434233974
L	93.8	0.1	1434234174
L	93.8	0.1	1434234374
L	93.8	0.1	1434234574
L	93.8	0.1	1434234774
L	93.8	0.1	1434234974
L	93.8	0.1	1434235174
L	93.8	0.1	1434235374
L	93.8	0.1	1434235574
L	93.8	0.1	1434235775
L	93.8	0.1	1434235975
L	93.8	0.1	1434236175
L	93.8	0.1	1434236375
L	93.8	0.1	1434236575
L	93.8	0.1	1434236775
L	93.8	0.1	1434236975
L	93.8	0.1	1434237175
L	93.8	0.1	1434237375
L	93.3	-0.9	1434237575
L	93.3	-0.9	1434237775
L	93.3	-0.9	1434237975
L	93.3	-0.9	1434238175
L	93.3	-0.9	1434238375
L	93.3	-0.9	1434238575
L	93.3	-0.9	1434238775
L	93.3	-0.9	1434238975
L	92.8	-0.4	1434239175
L	92.8	-0.4	1434239375
L	92.8	-0.4	1434239575
L	92.8	-0.4	1434239775
L	92.4	0.3	1434239975
L	92.4	0.3	1434240175
L	92.4	0.3	1434240375
L	92.4	0.3	1434240575
L	93.8	0.1	1434240775
L	93.8	0.1	1434240975
L	93.8	0.1	1434241176
L	93.8	0.1	1434241376
L	93.8	0.1	1434241576
L	93.8	0.1	1434241776
L	93.8	0.1	1434241976
L	93.8	0.1	1434242176
L	96.1	-1.5	1434242376
L	96.1	-1.5	1434242576
L	96.1	-1.5	1434242776
L	96.1	-1.5	1434242976
L	96.1	-1.5	1434243176
L	96.1	-1.5	1434243376
L	96.1	-1.5	1434243576
L	96.1	-1.5	1434243776
L	96.1	-1.5	1434243976
L	96.1	-1.5	1434244176
L	96.1	-1.5	1434244376
L	96.1	-1.5	1434244576
L	96.1	-1.5	1434244776
L	96.1	-1.5	1434244976
L	96.1	-1.5	1434245176
L	96.1	-1.5	1434245376
L	96.1	-1.5	1434245576
L	96.1	-1.5	1434245776
L	96.1	-1.5	1434245976
L	96.1	-1.5	1434246176
L	96.1	-1.5	1434246376
L	96.1	-1.5	1434246576
L	96.1	-1.5	1434246777
L	96.1	-1.5	1434246977
L	96.1	-1.5	1434247177
L	96.1	-1.5	1434247377
L	96.1	-1.5	1434247577
L	96.1	-1.5	1434247777
L	96.1	-1.5	1434247977
L	96.1	-1.5	1434248177
L	96.1	-1.5	1434248377
L	96.1	-1.5	1434248577
L	96.1	-1.5	1434248777
L	96.1	-1.5	1434248977
L	96.1	-1.5	1434249177
L	96.1	-1.5	1434249377
L	96.1	-1.5	1434249577
L	96.1	-1.5	1434249777
L	96.1	-1.5	1434249977
L	96.1	-1.5	1434250177
L	96.1	-1.5	1434250377
L	96.1	-1.5	1434250577
L	96.1	-1.5	1434250777
L	96.1	-1.5	1434250977
L	96.1	-1.5	1434251177
L	96.1	-1.5	1434251377
L	96.1	-1.5	1434251577
L	96.1	-1.5	1434251777
L	96.1	-1.5	1434251978
L	96.1	-1.5	1434252178
L	96.1	-1.5	1434252378
L	96.1	-1.5	1434252578
L	96.1	-1.5	1434252778
L	96.1	-1.5	1434252978
L	96.1	-1.5	1434253177
L	96.1	-1.5	1434253378
L	96.1	-1.5	1434253578
L	96.1	-1.5	1434253779
L	96.1	-1.5	1434253978
L	96.1	-1.5	1434254178
L	96.1	-1.5	1434254378
L	96.1	-1.5	1434254578
L	96.1	-1.5	1434254778
L	96.1	-1.5	1434254978
L	96.1	-1.5	1434255178
L	96.1	-1.5	1434255378
L	96.1	-1.5	1434255578
L	96.1	-1.5	1434255778
L	96.1	-1.5	1434255978
L	96.1	-1.5	1434256178
L	96.1	-1.5	1434256378
L	96.1	-1.5	1434256578
L	96.1	-1.5	1434256778
L	96.1	-1.5	1434256978
L	96.1	-1.5	1434257179
L	96.1	-1.5	1434257378
L	96.1	-1.5	1434257579
L	96.1	-1.5	1434257781
L	96.1	-1.5	1434257979
L	96.1	-1.5	1434258179
L	96.1	-1.5	1434258379
L	96.1	-1.5	1434258579
L	96.1	-1.5	1434258779
L	96.1	-1.5	1434258979
L	96.1	-1.5	1434259179
L	96.1	-1.5	1434259379
L	96.1	-1.5	1434259579
L	96.1	-1.5	1434259779
L	96.1	-1.5	1434259979
L	96.1	-1.5	1434260179
L	96.1	-1.5	1434260379
L	96.1	-1.5	1434260579
L	96.1	-1.5	1434260779
L	96.1	-1.5	1434260979
L	96.1	-1.5	1434261179
L	96.1	-1.5	1434261379
L	96.1	-1.5	1434261579
L	96.1	-1.5	1434261779
L	96.1	-1.5	1434261979
L	96.1	-1.5	1434262179
