R	93.8	0.1	1434228573
R	125.4	1.5	1434228578
R	93.8	0.1	1434228773
R	110.5	-0.5	1434228778
R	93.8	0.1	1434228973
R	110.5	-0.5	1434228978
R	93.8	0.1	1434229173
R	110.5	-0.5	1434229178
R	93.8	0.1	1434229373
R	110.5	-0.5	1434229378
R	93.8	0.1	1434229573
R	109.9	0.1	1434229578
R	93.8	0.1	1434229773
R	109.9	0.1	1434229778
R	93.8	0.1	1434229973
R	109.9	0.1	1434229978
R	93.8	0.1	1434230173
R	109.9	0.1	1434230178
R	93.8	0.1	1434230373
R	109.9	0.1	1434230378
R	93.8	0.1	1434230573
R	109.9	0.1	1434230578
R	93.8	0.1	1434230773
R	109.9	0.1	1434230778
R	93.8	0.1	1434230974
R	109.9	0.1	1434230978
R	93.8	0.1	1434231174
R	108.5	1.2	1434231178
R	93.8	0.1	1434231373
R	108.5	1.2	1434231378
R	93.8	0.1	1434231574
R	108.5	1.2	1434231578
R	93.8	0.1	1434231774
R	108.5	1.2	1434231778
R	93.8	0.1	1434231974
R	108.5	1.2	1434231978
R	93.8	0.1	1434232174
R	108.5	1.2	1434232178
R	93.8	0.1	1434232374
R	108.5	1.2	1434232379
R	93.8	0.1	1434232574
R	108.5	1.2	1434232579
R	93.8	0.1	1434232774
R	93.8	0.1	1434232974
R	93.8	0.1	1434233174
R	93.8	0.1	1434233374
R	93.8	0.1	1434233574
R	108.4	-1.3	1434233579
R	93.8	0.1	1434233774
R	108.4	-1.3	1434233779
R	93.8	0.1	1434233974
R	108.4	-1.3	1434233979
R	93.8	0.1	1434234174
R	108.4	-1.3	1434234179
R	93.8	0.1	1434234374
R	107.3	-0.9	1434234379
R	93.8	0.1	1434234574
R	107.3	-0.9	1434234579
R	93.8	0.1	1434234774
R	107.3	-0.9	1434234779
R	93.8	0.1	1434234974
R	107.3	-0.9	1434234979
R	93.8	0.1	1434235174
R	107.3	-0.9	1434235179
R	93.8	0.1	1434235374
R	107.3	-0.9	1434235379
R	93.8	0.1	1434235574
R	107.3	-0.9	1434235579
R	93.8	0.1	1434235775
R	107.3	-0.9	1434235779
R	93.8	0.1	1434235975
R	106.4	-1.3	1434235979
R	93.8	0.1	1434236175
R	106.4	-1.3	1434236179
R	93.8	0.1	1434236375
R	106.4	-1.3	1434236379
R	93.8	0.1	1434236575
R	106.4	-1.3	1434236579
R	93.8	0.1	1434236775
R	106.4	-1.3	1434236779
R	93.8	0.1	1434236975
R	106.4	-1.3	1434236979
R	93.8	0.1	1434237175
R	106.4	-1.3	1434237179
R	93.8	0.1	1434237375
R	106.4	-1.3	1434237379
R	93.8	0.1	1434237577
R	93.8	0.1	1434237777
R	93.8	0.1	1434237977
R	93.8	0.1	1434238177
R	93.8	0.1	1434238377
R	93.8	0.1	1434238577
R	93.8	0.1	1434238777
R	93.8	0.1	1434238977
R	93.8	0.1	1434239178
R	93.8	0.1	1434239377
R	93.8	0.1	1434239578
R	93.8	0.1	1434239778
R	93.8	0.1	1434239978
R	93.8	0.1	1434240178
R	93.8	0.1	1434240378
R	93.8	0.1	1434240578
R	93.8	0.1	1434240775
R	93.8	0.1	1434240975
R	93.8	0.1	1434241176
R	93.8	0.1	1434241376
R	93.8	0.1	1434241576
R	93.8	0.1	1434241776
R	93.8	0.1	1434241976
R	93.8	0.1	1434242176
R	99.8	-1.2	1434249580
R	99.8	-1.2	1434249780
R	99.8	-1.2	1434249980
R	99.8	-1.2	1434250180
R	99	-1.3	1434250379
R	99	-1.3	1434250580
R	99	-1.3	1434250780
R	99	-1.3	1434250980
R	99	-1.3	1434251180
R	99	-1.3	1434251380
R	99	-1.3	1434251580
R	99	-1.3	1434251780
R	98.5	-1.3	1434251980
R	98.5	-1.3	1434252180
R	98.5	-1.3	1434252380
R	98.5	-1.3	1434252580
R	98.1	-1.5	1434252780
R	98.1	-1.5	1434252980
R	98.1	-1.5	1434253180
R	98.1	-1.5	1434253380
R	97.8	-1.5	1434253580
R	97.8	-1.5	1434253782
R	97.8	-1.5	1434253980
R	97.8	-1.5	1434254180
R	97.8	-1.5	1434254380
R	97.8	-1.5	1434254580
R	97.8	-1.5	1434254780
R	97.8	-1.5	1434254980
R	84.4	-1.5	1434277582
R	84.4	-1.5	1434277782
R	84.4	-1.5	1434277982
R	84.4	-1.5	1434278182
R	84.4	-1.5	1434278384
R	84.4	-1.5	1434278583
R	84.4	-1.5	1434278782
R	84.4	-1.5	1434278983
R	83.5	-1.5	1434279182
R	83.5	-1.5	1434279383
R	83.5	-1.5	1434279583
R	83.5	-1.5	1434279783
R	83.5	-1.5	1434279983
R	83.5	-1.5	1434280183
R	83.5	-1.5	1434280383
R	83.5	-1.5	1434280583
R	83	-1.4	1434280783
R	83	-1.4	1434280983
R	83	-1.4	1434281183
R	83	-1.4	1434281383
R	83	-1.4	1434281583
R	83	-1.4	1434281783
R	83	-1.4	1434281983
R	83	-1.4	1434282183
R	81.8	-1	1434282383
R	81.8	-1	1434282583
R	81.8	-1	1434282783
R	81.8	-1	1434282983
R	81.8	-1	1434283183
R	81.8	-1	1434283383
R	81.8	-1	1434283583
R	81.8	-1	1434283784
R	80.9	-0.9	1434283984
R	80.9	-0.9	1434284184
R	80.9	-0.9	1434284384
R	80.9	-0.9	1434284584
R	80.9	-0.9	1434284784
R	80.9	-0.9	1434284984
R	80.9	-0.9	1434285184
R	80.9	-0.9	1434285384
R	4.1	-0.7	1434296786
R	36.2	-0.3	1434296788
R	163	-1.2	1434296791
R	4.1	-0.7	1434296986
R	36.2	-0.3	1434296988
R	163	-1.2	1434296991
R	4.1	-0.7	1434297186
R	36.2	-0.3	1434297188
R	163	-1.2	1434297190
R	4.1	-0.7	1434297386
R	36.2	-0.3	1434297388
R	163	-1.2	1434297390
R	4.1	-0.7	1434297586
R	36.2	-0.3	1434297588
R	163	-1.2	1434297591
R	4.1	-0.7	1434297786
R	36.2	-0.3	1434297788
R	163	-1.2	1434297791
R	4.1	-0.7	1434297986
R	36.2	-0.3	1434297988
R	163	-1.2	1434297991
R	4.1	-0.7	1434298186
R	36.2	-0.3	1434298188
R	163	-1.2	1434298191
R	3.9	-0.5	1434298386
R	35.7	-1.3	1434298388
R	3.9	-0.5	1434298586
R	35.7	-1.3	1434298588
R	3.9	-0.5	1434298786
R	35.7	-1.3	1434298788
R	3.9	-0.5	1434298986
R	35.7	-1.3	1434298989
R	3.9	-0.5	1434299186
R	35.7	-1.3	1434299189
R	3.9	-0.5	1434299386
R	35.7	-1.3	1434299389
R	3.9	-0.5	1434299586
R	35.7	-1.3	1434299589
R	3.9	-0.5	1434299786
R	35.7	-1.3	1434299789
R	3.7	-0.7	1434299987
R	34.2	-1	1434299989
R	3.7	-0.7	1434300187
R	34.2	-1	1434300189
R	3.7	-0.7	1434300387
R	34.2	-1	1434300389
R	3.7	-0.7	1434300587
R	34.2	-1	1434300589
R	3.7	-0.7	1434300787
R	34.2	-1	1434300789
R	3.7	-0.7	1434300987
R	34.2	-1	1434300989
R	3.7	-0.7	1434301187
R	34.2	-1	1434301189
R	3.7	-0.7	1434301387
R	34.2	-1	1434301389
R	3.5	-0.7	1434301587
R	33.4	-1.3	1434301589
R	3.5	-0.7	1434301787
R	33.4	-1.3	1434301789
R	3.5	-0.7	1434301987
R	33.4	-1.3	1434301989
R	3.5	-0.7	1434302187
